AniLifeNumber,Month,mdpMonthlyMilkYield_Liters
FR 4404288188,2017-06,880.324757
FR 4404288190,2017-06,749.789029
FR 4404288192,2017-06,908.536116
FR 4404288193,2017-06,951.179029
FR 4404288194,2017-06,885.445631
FR 4404288195,2017-06,798.204563
FR 4404658938,2017-06,187.330873
FR 4404658982,2017-06,619.718834
FR 4404659023,2017-06,843.175145
FR 4404659034,2017-06,845.689029
FR 4454691592,2017-06,1432.727378
FR 4454691593,2017-06,1000.339417
FR 4912264927,2017-06,180.161650
FR 4945368325,2017-06,176.996019
FR 4947438444,2017-06,870.083009
FR 4950954269,2017-06,59.402135
FR 4954667338,2017-06,1237.110000
FR 4956691421,2017-06,234.163592
FR 4958880362,2017-06,534.060582
FR 4958880363,2017-06,368.237378
FR 4963097404,2017-06,674.465631
FR 4968695856,2017-06,957.044757
FR 4404288019,2017-07,1175.287087
FR 4404288029,2017-07,783.773009
FR 4404288050,2017-07,727.908932
FR 4404288068,2017-07,918.126116
FR 4404288075,2017-07,645.323203
FR 4404288079,2017-07,764.686116
FR 4404288080,2017-07,626.794951
FR 4404288081,2017-07,258.185145
FR 4404288082,2017-07,638.898834
FR 4404288083,2017-07,557.244174
FR 4404288088,2017-07,205.579805
FR 4404288094,2017-07,959.372427
FR 4404288097,2017-07,760.775631
FR 4404288098,2017-07,935.723300
FR 4404288100,2017-07,592.438543
FR 4404288101,2017-07,597.931844
FR 4404288105,2017-07,927.995436
FR 4404288109,2017-07,304.552330
FR 4404288110,2017-07,599.328446
FR 4404288111,2017-07,164.333495
FR 4404288112,2017-07,761.148058
FR 4404288115,2017-07,930.230000
FR 4404288116,2017-07,731.353883
FR 4404288120,2017-07,1124.357669
FR 4404288121,2017-07,768.037961
FR 4404288122,2017-07,579.869126
FR 4404288127,2017-07,625.119029
FR 4404288128,2017-07,263.026699
FR 4404288130,2017-07,104.465825
FR 4404288131,2017-07,717.480970
FR 4404288132,2017-07,1048.103203
FR 4404288133,2017-07,1053.037864
FR 4404288134,2017-07,932.278349
FR 4404288136,2017-07,958.162038
FR 4404288137,2017-07,756.306504
FR 4404288138,2017-07,760.775631
FR 4404288139,2017-07,206.883300
FR 4404288140,2017-07,646.533592
FR 4404288141,2017-07,836.657669
FR 4404288142,2017-07,801.742621
FR 4404288143,2017-07,641.971359
FR 4404288145,2017-07,1008.625922
FR 4404288146,2017-07,995.590970
FR 4404288149,2017-07,1080.504368
FR 4404288150,2017-07,1162.438349
FR 4404288151,2017-07,591.786796
FR 4404288154,2017-07,1208.991747
FR 4404288155,2017-07,368.516699
FR 4404288156,2017-07,641.598932
FR 4404288158,2017-07,97.389708
FR 4404288159,2017-07,655.006310
FR 4404288161,2017-07,632.660679
FR 4404288162,2017-07,815.615533
FR 4404288163,2017-07,773.065728
FR 4404288164,2017-07,449.054077
FR 4404288165,2017-07,853.603106
FR 4404288167,2017-07,894.290776
FR 4404288168,2017-07,980.880097
FR 4404288169,2017-07,866.544951
FR 4404288171,2017-07,689.269611
FR 4404288174,2017-07,782.562621
FR 4404288175,2017-07,778.559029
FR 4404288176,2017-07,841.313009
FR 4404288177,2017-07,817.663883
FR 4404288178,2017-07,868.407087
FR 4404288180,2017-07,721.391456
FR 4404288183,2017-07,503.521553
FR 4404288185,2017-07,669.996504
FR 4404288188,2017-07,893.266601
FR 4404288190,2017-07,749.416601
FR 4404288192,2017-07,968.590000
FR 4404288193,2017-07,964.865728
FR 4404288194,2017-07,899.504757
FR 4404288195,2017-07,830.233300
FR 4404658920,2017-07,189.751650
FR 4404658982,2017-07,692.155922
FR 4404659023,2017-07,922.129708
FR 4404659034,2017-07,894.383883
FR 4454691592,2017-07,1280.218446
FR 4454691593,2017-07,973.803980
FR 4947438444,2017-07,1007.322427
FR 4950954269,2017-07,1103.594854
FR 4954667338,2017-07,1215.229902
FR 4958880362,2017-07,196.641553
FR 4958880363,2017-07,1247.910388
FR 4963097404,2017-07,393.469320
FR 4968695856,2017-07,914.029417
,2017-08,8.845145
FR 4404288019,2017-08,1198.563786
FR 4404288029,2017-08,696.345728
FR 4404288050,2017-08,605.566601
FR 4404288068,2017-08,861.237864
FR 4404288069,2017-08,89.382524
FR 4404288075,2017-08,228.297864
FR 4404288079,2017-08,430.618932
FR 4404288080,2017-08,241.239708
FR 4404288081,2017-08,1261.783300
FR 4404288082,2017-08,506.594077
FR 4404288083,2017-08,309.766310
FR 4404288088,2017-08,223.270097
FR 4404288094,2017-08,999.315242
FR 4404288097,2017-08,631.264077
FR 4404288098,2017-08,870.269223
FR 4404288100,2017-08,210.142038
FR 4404288101,2017-08,180.440970
FR 4404288102,2017-08,13.779805
FR 4404288105,2017-08,889.635436
FR 4404288110,2017-08,452.592135
FR 4404288112,2017-08,653.889029
FR 4404288115,2017-08,839.171553
FR 4404288116,2017-08,665.434271
FR 4404288120,2017-08,1029.574951
FR 4404288121,2017-08,640.947184
FR 4404288122,2017-08,533.781262
FR 4404288127,2017-08,481.827669
FR 4404288131,2017-08,603.052718
FR 4404288132,2017-08,937.864757
FR 4404288133,2017-08,911.794854
FR 4404288134,2017-08,819.432912
FR 4404288136,2017-08,866.451844
FR 4404288137,2017-08,723.253592
FR 4404288138,2017-08,674.558737
FR 4404288140,2017-08,1118.026407
FR 4404288141,2017-08,704.073592
FR 4404288142,2017-08,720.274174
FR 4404288143,2017-08,555.940679
FR 4404288145,2017-08,1062.069223
FR 4404288146,2017-08,891.683786
FR 4404288149,2017-08,942.240776
FR 4404288150,2017-08,1053.130970
FR 4404288151,2017-08,1042.796116
FR 4404288154,2017-08,1130.688932
FR 4404288155,2017-08,1137.671941
FR 4404288156,2017-08,607.614951
FR 4404288157,2017-08,692.900776
FR 4404288158,2017-08,1161.879708
FR 4404288159,2017-08,632.660679
FR 4404288161,2017-08,960.489708
FR 4404288162,2017-08,760.030776
FR 4404288163,2017-08,737.964466
FR 4404288165,2017-08,725.581262
FR 4404288167,2017-08,850.065048
FR 4404288168,2017-08,936.281941
FR 4404288169,2017-08,790.756019
FR 4404288171,2017-08,685.079805
FR 4404288174,2017-08,714.408446
FR 4404288175,2017-08,638.247087
FR 4404288176,2017-08,759.192815
FR 4404288177,2017-08,743.364660
FR 4404288178,2017-08,825.112427
FR 4404288180,2017-08,700.814854
FR 4404288183,2017-08,517.301359
FR 4404288185,2017-08,615.063495
FR 4404288188,2017-08,816.453495
FR 4404288190,2017-08,681.541747
FR 4404288192,2017-08,967.286504
FR 4404288193,2017-08,900.342718
FR 4404288194,2017-08,807.142815
FR 4404288195,2017-08,805.746213
FR 4404288198,2017-08,375.034174
FR 4404288200,2017-08,370.099514
FR 4404288201,2017-08,326.525533
FR 4404288202,2017-08,421.028932
FR 4404288204,2017-08,180.161650
FR 4404288205,2017-08,162.843786
FR 4404288207,2017-08,407.156019
FR 4404658920,2017-08,1245.489611
FR 4404658938,2017-08,70.109417
FR 4404658982,2017-08,647.464660
FR 4404659023,2017-08,834.702427
FR 4404659034,2017-08,850.530582
FR 4454691592,2017-08,1232.733980
FR 4454691593,2017-08,873.807281
FR 4912264927,2017-08,474.006699
FR 4935590346,2017-08,113.683398
FR 4944526073,2017-08,56.143398
FR 4944526074,2017-08,56.795145
FR 4945368325,2017-08,543.929902
FR 4947438444,2017-08,864.310388
FR 4950954269,2017-08,1094.563495
FR 4954667338,2017-08,1005.553398
FR 4956691421,2017-08,489.276213
FR 4958880363,2017-08,1119.795436
FR 4968695856,2017-08,905.184271
,2017-09,0.000000
FR 4404281081,2017-09,214.424951
FR 4404288019,2017-09,1212.250485
FR 4404288028,2017-09,660.313398
FR 4404288029,2017-09,618.508446
FR 4404288050,2017-09,514.787475
FR 4404288068,2017-09,736.474757
FR 4404288069,2017-09,911.050000
FR 4404288081,2017-09,1057.134563
FR 4404288088,2017-09,1127.895728
FR 4404288094,2017-09,960.862135
FR 4404288097,2017-09,543.371262
FR 4404288098,2017-09,856.023883
FR 4404288102,2017-09,903.135922
FR 4404288105,2017-09,808.818737
FR 4404288109,2017-09,5.493300
FR 4404288111,2017-09,620.556796
FR 4404288112,2017-09,529.963883
FR 4404288115,2017-09,792.152621
FR 4404288116,2017-09,540.019417
FR 4404288120,2017-09,882.559320
FR 4404288121,2017-09,555.009611
FR 4404288127,2017-09,227.646116
FR 4404288130,2017-09,1063.558932
FR 4404288131,2017-09,568.603203
FR 4404288132,2017-09,909.560291
FR 4404288133,2017-09,810.308446
FR 4404288134,2017-09,765.244757
FR 4404288136,2017-09,840.009514
FR 4404288137,2017-09,668.693009
FR 4404288138,2017-09,614.877281
FR 4404288139,2017-09,482.758737
FR 4404288140,2017-09,1085.811456
FR 4404288141,2017-09,620.649902
FR 4404288142,2017-09,637.502233
FR 4404288143,2017-09,326.525533
FR 4404288145,2017-09,974.735048
FR 4404288146,2017-09,928.181650
FR 4404288149,2017-09,886.469805
FR 4404288150,2017-09,991.121844
FR 4404288151,2017-09,1026.223106
FR 4404288154,2017-09,1070.914368
FR 4404288155,2017-09,1072.590291
FR 4404288156,2017-09,306.507572
FR 4404288157,2017-09,996.801359
FR 4404288158,2017-09,1173.704271
FR 4404288159,2017-09,564.506504
FR 4404288161,2017-09,837.402524
FR 4404288162,2017-09,647.650873
FR 4404288163,2017-09,764.127475
FR 4404288164,2017-09,382.017184
FR 4404288165,2017-09,686.383300
FR 4404288167,2017-09,752.396019
FR 4404288168,2017-09,880.231650
FR 4404288169,2017-09,721.298349
FR 4404288171,2017-09,624.653495
FR 4404288174,2017-09,648.209514
FR 4404288175,2017-09,637.036699
FR 4404288176,2017-09,352.967864
FR 4404288177,2017-09,664.316990
FR 4404288178,2017-09,777.348640
FR 4404288180,2017-09,370.006407
FR 4404288183,2017-09,540.391844
FR 4404288185,2017-09,280.065242
FR 4404288188,2017-09,797.087281
FR 4404288190,2017-09,570.558446
FR 4404288192,2017-09,887.959514
FR 4404288193,2017-09,798.204563
FR 4404288194,2017-09,760.403203
FR 4404288195,2017-09,713.663592
FR 4404288198,2017-09,716.177475
FR 4404288200,2017-09,778.465922
FR 4404288201,2017-09,729.677961
FR 4404288202,2017-09,1065.514174
FR 4404288203,2017-09,240.401747
FR 4404288204,2017-09,826.229708
FR 4404288205,2017-09,639.457475
FR 4404288207,2017-09,983.300873
FR 4404288208,2017-09,446.726407
FR 4404658920,2017-09,1167.559223
FR 4404658938,2017-09,1167.838543
FR 4404658982,2017-09,309.952524
FR 4404659023,2017-09,724.929514
FR 4404659034,2017-09,814.312038
FR 4454691592,2017-09,963.562233
FR 4454691593,2017-09,795.038932
FR 4912264927,2017-09,1007.229320
FR 4935590346,2017-09,1139.627184
FR 4944526073,2017-09,659.475436
FR 4944526074,2017-09,608.639126
FR 4945368325,2017-09,1021.102233
FR 4947438444,2017-09,731.260776
FR 4950954269,2017-09,995.404757
FR 4954667338,2017-09,872.224466
FR 4956691421,2017-09,805.373786
FR 4958880362,2017-09,413.394174
FR 4958880363,2017-09,951.551456
FR 4958880507,2017-09,83.889223
FR 4968695856,2017-09,878.835048
FR 4404288019,2017-10,1231.430485
FR 4404288028,2017-10,1147.541262
FR 4404288029,2017-10,614.318640
FR 4404288050,2017-10,152.788252
FR 4404288068,2017-10,706.773689
FR 4404288069,2017-10,636.850485
FR 4404288075,2017-10,445.981553
FR 4404288080,2017-10,301.293592
FR 4404288081,2017-10,1213.274660
FR 4404288088,2017-10,1183.480485
FR 4404288094,2017-10,1005.087864
FR 4404288097,2017-10,194.034563
FR 4404288098,2017-10,798.670097
FR 4404288100,2017-10,703.235631
FR 4404288101,2017-10,472.516990
FR 4404288102,2017-10,1132.271747
FR 4404288105,2017-10,741.688737
FR 4404288111,2017-10,1269.790485
FR 4404288112,2017-10,202.321067
FR 4404288115,2017-10,786.659320
FR 4404288116,2017-10,183.234174
FR 4404288120,2017-10,472.610097
FR 4404288121,2017-10,215.542233
FR 4404288128,2017-10,295.800291
FR 4404288130,2017-10,1386.360194
FR 4404288131,2017-10,559.478737
FR 4404288132,2017-10,820.643300
FR 4404288133,2017-10,894.011456
FR 4404288134,2017-10,745.599223
FR 4404288136,2017-10,751.837378
FR 4404288137,2017-10,527.915533
FR 4404288138,2017-10,541.881553
FR 4404288139,2017-10,825.950388
FR 4404288140,2017-10,1120.260970
FR 4404288141,2017-10,548.212815
FR 4404288142,2017-10,689.828252
FR 4404288145,2017-10,940.099320
FR 4404288146,2017-10,938.050970
FR 4404288149,2017-10,904.904951
FR 4404288150,2017-10,963.934660
FR 4404288151,2017-10,1010.115631
FR 4404288154,2017-10,976.224757
FR 4404288155,2017-10,1059.462233
FR 4404288157,2017-10,935.071553
FR 4404288158,2017-10,1102.570679
FR 4404288159,2017-10,557.802815
FR 4404288161,2017-10,843.640679
FR 4404288162,2017-10,628.657087
FR 4404288163,2017-10,759.006601
FR 4404288164,2017-10,1300.422621
FR 4404288165,2017-10,668.693009
FR 4404288167,2017-10,374.847961
FR 4404288168,2017-10,856.303203
FR 4404288169,2017-10,359.392233
FR 4404288171,2017-10,621.022330
FR 4404288174,2017-10,649.326796
FR 4404288175,2017-10,540.484951
FR 4404288176,2017-10,0.000000
FR 4404288177,2017-10,315.632038
FR 4404288178,2017-10,721.484563
FR 4404288183,2017-10,204.555631
FR 4404288188,2017-10,693.645631
FR 4404288190,2017-10,567.113495
FR 4404288192,2017-10,912.353495
FR 4404288193,2017-10,783.121262
FR 4404288194,2017-10,749.789029
FR 4404288195,2017-10,646.999126
FR 4404288198,2017-10,782.376407
FR 4404288199,2017-10,369.075339
FR 4404288200,2017-10,817.105242
FR 4404288201,2017-10,774.369223
FR 4404288202,2017-10,1055.272427
FR 4404288203,2017-10,829.860873
FR 4404288204,2017-10,843.454466
FR 4404288205,2017-10,595.790388
FR 4404288206,2017-10,1.955242
FR 4404288207,2017-10,970.359029
FR 4404288208,2017-10,866.917378
FR 4404288212,2017-10,220.383786
FR 4404288213,2017-10,114.148932
FR 4404288218,2017-10,126.066601
FR 4404658920,2017-10,1196.143009
FR 4404658938,2017-10,1274.352718
FR 4404659023,2017-10,664.037669
FR 4404659034,2017-10,770.738058
FR 4454691592,2017-10,831.536796
FR 4454691593,2017-10,357.809417
FR 4912264927,2017-10,967.845145
FR 4935590346,2017-10,1301.167475
FR 4944526073,2017-10,836.005922
FR 4944526074,2017-10,696.997475
FR 4945368325,2017-10,907.418834
FR 4947438444,2017-10,627.260485
FR 4950954269,2017-10,953.506699
FR 4954667338,2017-10,518.418640
FR 4956691421,2017-10,375.220388
FR 4958880362,2017-10,1219.885242
FR 4958880363,2017-10,919.429611
FR 4958880507,2017-10,600.725048
FR 4963097404,2017-10,1029.761165
FR 4968695856,2017-10,848.389126
FR 4404288019,2017-11,1148.751650
FR 4404288028,2017-11,964.772621
FR 4404288029,2017-11,535.922718
FR 4404288068,2017-11,568.882524
FR 4404288069,2017-11,784.424757
FR 4404288075,2017-11,1178.732038
FR 4404288080,2017-11,1147.075728
FR 4404288081,2017-11,1035.533786
FR 4404288088,2017-11,1097.542912
FR 4404288094,2017-11,925.853980
FR 4404288097,2017-11,0.000000
FR 4404288098,2017-11,788.521456
FR 4404288100,2017-11,1185.156407
FR 4404288101,2017-11,943.451165
FR 4404288102,2017-11,1069.331553
FR 4404288105,2017-11,710.870388
FR 4404288111,2017-11,1161.879708
FR 4404288115,2017-11,715.711941
FR 4404288128,2017-11,1319.416407
FR 4404288130,2017-11,1176.869902
FR 4404288131,2017-11,147.760485
FR 4404288132,2017-11,809.098058
FR 4404288133,2017-11,847.085631
FR 4404288134,2017-11,615.249708
FR 4404288136,2017-11,526.425825
FR 4404288137,2017-11,113.590291
FR 4404288138,2017-11,534.619223
FR 4404288139,2017-11,743.737087
FR 4404288140,2017-11,1032.926796
FR 4404288141,2017-11,126.159708
FR 4404288142,2017-11,621.487864
FR 4404288145,2017-11,722.601844
FR 4404288146,2017-11,861.889611
FR 4404288149,2017-11,842.709611
FR 4404288150,2017-11,807.329029
FR 4404288151,2017-11,921.012427
FR 4404288154,2017-11,839.823300
FR 4404288155,2017-11,923.619417
FR 4404288156,2017-11,700.256213
FR 4404288157,2017-11,842.523398
FR 4404288158,2017-11,958.813786
FR 4404288159,2017-11,511.063203
FR 4404288161,2017-11,783.028155
FR 4404288162,2017-11,571.303300
FR 4404288163,2017-11,695.321553
FR 4404288164,2017-11,1131.620000
FR 4404288165,2017-11,695.787087
FR 4404288168,2017-11,868.500194
FR 4404288171,2017-11,608.639126
FR 4404288174,2017-11,299.152135
FR 4404288175,2017-11,139.194660
FR 4404288178,2017-11,650.630291
FR 4404288180,2017-11,554.916504
FR 4404288185,2017-11,567.206601
FR 4404288188,2017-11,493.745339
FR 4404288190,2017-11,669.810291
FR 4404288192,2017-11,885.352524
FR 4404288193,2017-11,741.036990
FR 4404288194,2017-11,682.007281
FR 4404288195,2017-11,670.368932
FR 4404288198,2017-11,730.050388
FR 4404288199,2017-11,667.017087
FR 4404288200,2017-11,782.097087
FR 4404288201,2017-11,751.371844
FR 4404288202,2017-11,924.084951
FR 4404288203,2017-11,920.919320
FR 4404288204,2017-11,729.957281
FR 4404288205,2017-11,538.529708
FR 4404288206,2017-11,646.906019
FR 4404288207,2017-11,877.903980
FR 4404288208,2017-11,815.801747
FR 4404288212,2017-11,1015.608932
FR 4404288213,2017-11,873.900388
FR 4404288215,2017-11,56.515825
FR 4404288218,2017-11,785.355825
FR 4404658920,2017-11,1007.043106
FR 4404658938,2017-11,1122.495533
FR 4404658982,2017-11,133.422038
FR 4404659023,2017-11,681.541747
FR 4404659034,2017-11,669.158543
FR 4454691592,2017-11,880.231650
FR 4912264927,2017-11,760.775631
FR 4935590346,2017-11,1150.520679
FR 4944526073,2017-11,837.961165
FR 4944526074,2017-11,762.358446
FR 4945368325,2017-11,760.868737
FR 4947438444,2017-11,636.384951
FR 4950954269,2017-11,830.326407
FR 4954667338,2017-11,78.209708
FR 4956691421,2017-11,126.718349
FR 4958880362,2017-11,1098.846407
FR 4958880363,2017-11,832.467864
FR 4958880507,2017-11,744.295728
FR 4958880509,2017-11,439.091650
FR 4963097404,2017-11,1285.525533
FR 4968695856,2017-11,705.004660
FR 4404288019,2017-12,1317.181844
FR 4404288028,2017-12,977.714466
FR 4404288029,2017-12,547.561067
FR 4404288068,2017-12,550.168058
FR 4404288069,2017-12,959.372427
FR 4404288075,2017-12,1269.045631
FR 4404288080,2017-12,1230.406310
FR 4404288081,2017-12,918.033009
FR 4404288088,2017-12,1072.590291
FR 4404288094,2017-12,1060.858834
FR 4404288097,2017-12,0.000000
FR 4404288098,2017-12,901.925533
FR 4404288100,2017-12,1293.718932
FR 4404288101,2017-12,1145.865339
FR 4404288102,2017-12,1075.476601
FR 4404288105,2017-12,21.600776
FR 4404288111,2017-12,1250.517378
FR 4404288115,2017-12,753.978834
FR 4404288120,2017-12,30.632135
FR 4404288121,2017-12,764.872330
FR 4404288128,2017-12,1501.440194
FR 4404288130,2017-12,382.668932
FR 4404288132,2017-12,905.929126
FR 4404288133,2017-12,884.700776
FR 4404288134,2017-12,19.552427
FR 4404288136,2017-12,14.152233
FR 4404288137,2017-12,0.000000
FR 4404288138,2017-12,558.175242
FR 4404288139,2017-12,710.870388
FR 4404288140,2017-12,1129.292330
FR 4404288141,2017-12,0.000000
FR 4404288142,2017-12,671.486213
FR 4404288145,2017-12,745.692330
FR 4404288146,2017-12,880.976504
FR 4404288149,2017-12,884.235242
FR 4404288150,2017-12,805.653106
FR 4404288151,2017-12,966.634757
FR 4404288154,2017-12,903.322135
FR 4404288155,2017-12,990.749417
FR 4404288156,2017-12,1426.861650
FR 4404288157,2017-12,841.033689
FR 4404288158,2017-12,956.765436
FR 4404288159,2017-12,17.690291
FR 4404288161,2017-12,866.824271
FR 4404288162,2017-12,517.766893
FR 4404288163,2017-12,709.473786
FR 4404288164,2017-12,1190.929029
FR 4404288165,2017-12,762.079126
FR 4404288167,2017-12,826.695242
FR 4404288168,2017-12,991.401165
FR 4404288169,2017-12,1055.924174
FR 4404288171,2017-12,237.887864
FR 4404288175,2017-12,288.072427
FR 4404288177,2017-12,784.052330
FR 4404288178,2017-12,200.738252
FR 4404288180,2017-12,1324.071747
FR 4404288185,2017-12,1136.647766
FR 4404288188,2017-12,260.792135
FR 4404288190,2017-12,690.852427
FR 4404288192,2017-12,943.451165
FR 4404288193,2017-12,758.913495
FR 4404288194,2017-12,701.094174
FR 4404288195,2017-12,676.513980
FR 4404288198,2017-12,769.248349
FR 4404288199,2017-12,767.200000
FR 4404288200,2017-12,815.243106
FR 4404288201,2017-12,843.826893
FR 4404288202,2017-12,968.031359
FR 4404288203,2017-12,1025.478252
FR 4404288204,2017-12,797.739029
FR 4404288205,2017-12,555.382038
FR 4404288206,2017-12,903.973883
FR 4404288207,2017-12,948.944466
FR 4404288208,2017-12,770.924271
FR 4404288211,2017-12,442.815922
FR 4404288212,2017-12,1060.579514
FR 4404288213,2017-12,948.013398
FR 4404288214,2017-12,785.542038
FR 4404288215,2017-12,1009.836310
FR 4404288218,2017-12,840.288834
FR 4404658920,2017-12,1262.528155
FR 4404658938,2017-12,1145.306699
FR 4404658982,2017-12,1018.774563
FR 4404659023,2017-12,727.536504
FR 4404659034,2017-12,719.994854
FR 4454691592,2017-12,1026.223106
FR 4454691593,2017-12,1102.105145
FR 4912264927,2017-12,796.807961
FR 4935590346,2017-12,1130.502718
