AniLifeNumber,Month,mdpMonthlyMilkYield_Liters
FR 4404288140,2019-03,1021.381553
FR 4404288141,2019-03,1129.106116
FR 4404288145,2019-03,816.453495
FR 4404288149,2019-03,963.748446
FR 4404288150,2019-03,1230.126990
FR 4404288151,2019-03,1260.945339
FR 4404288157,2019-03,637.688446
FR 4404288159,2019-03,1293.625825
FR 4404288161,2019-03,706.215048
FR 4404288164,2019-03,937.399223
FR 4404288165,2019-03,91.710194
FR 4404288167,2019-03,1196.049902
FR 4404288171,2019-03,1187.111650
FR 4404288174,2019-03,1094.749708
FR 4404288175,2019-03,1038.420097
FR 4404288177,2019-03,1302.564077
FR 4404288178,2019-03,936.375048
FR 4404288180,2019-03,1101.546504
FR 4404288185,2019-03,1102.663786
FR 4404288188,2019-03,812.636116
FR 4404288193,2019-03,646.068058
FR 4404288194,2019-03,638.060873
FR 4404288195,2019-03,675.862233
FR 4404288197,2019-03,1033.485436
FR 4404288198,2019-03,721.112135
FR 4404288200,2019-03,814.777572
FR 4404288202,2019-03,580.707087
FR 4404288203,2019-03,1274.073398
FR 4404288207,2019-03,1095.401456
FR 4404288208,2019-03,697.649223
FR 4404288210,2019-03,1049.313592
FR 4404288211,2019-03,1044.658252
FR 4404288212,2019-03,965.889902
FR 4404288213,2019-03,1225.657864
FR 4404288214,2019-03,508.642427
FR 4404288215,2019-03,1168.117864
FR 4404288217,2019-03,922.874563
FR 4404288218,2019-03,1147.634368
FR 4404288219,2019-03,696.625048
FR 4404288220,2019-03,517.766893
FR 4404288221,2019-03,960.024174
FR 4404288222,2019-03,551.657766
FR 4404288224,2019-03,1233.292621
FR 4404288225,2019-03,1266.531747
FR 4404288228,2019-03,980.135242
FR 4404288229,2019-03,780.979805
FR 4404288231,2019-03,1409.264466
FR 4404288232,2019-03,524.377475
FR 4404288233,2019-03,159.864368
FR 4404288234,2019-03,551.843980
FR 4404288236,2019-03,944.568446
FR 4404288238,2019-03,929.019611
FR 4404288239,2019-03,824.553786
FR 4404288240,2019-03,690.014466
FR 4404288241,2019-03,793.921650
FR 4404288242,2019-03,772.134660
FR 4404288243,2019-03,611.525436
FR 4404288247,2019-03,914.029417
FR 4404288249,2019-03,814.125825
FR 4404288251,2019-03,847.364951
FR 4404288253,2019-03,793.363009
FR 4404288255,2019-03,753.699514
FR 4404288257,2019-03,628.284660
FR 4404288258,2019-03,690.293786
FR 4404288259,2019-03,945.033980
FR 4404288262,2019-03,857.141165
FR 4404288263,2019-03,848.389126
FR 4404288264,2019-03,874.738349
FR 4404288265,2019-03,615.994563
FR 4404288266,2019-03,697.742330
FR 4404288269,2019-03,759.379029
FR 4404288270,2019-03,296.917572
FR 4404288273,2019-03,825.112427
FR 4404658920,2019-03,1088.697766
FR 4404658938,2019-03,598.862912
FR 4404659023,2019-03,866.824271
FR 4404659034,2019-03,1089.442621
FR 4454691592,2019-03,973.897087
FR 4454691593,2019-03,1259.641844
FR 4944526073,2019-03,842.616504
FR 4944526074,2019-03,718.039611
FR 4950954269,2019-03,915.146699
FR 4958880362,2019-03,1155.176019
FR 4958880363,2019-03,615.622135
FR 4958880507,2019-03,787.124854
FR 4963097404,2019-03,614.039320
FR 4401572218,2019-04,804.628932
FR 4401572219,2019-04,677.631262
FR 4401572222,2019-04,811.611941
FR 4401572223,2019-04,589.086699
FR 4404288019,2019-04,1020.264271
FR 4404288028,2019-04,633.777961
FR 4404288075,2019-04,1182.363203
FR 4404288080,2019-04,929.857572
FR 4404288088,2019-04,1272.397475
FR 4404288098,2019-04,758.354854
FR 4404288100,2019-04,1061.603689
FR 4404288101,2019-04,1181.990776
FR 4404288102,2019-04,1247.351747
FR 4404288115,2019-04,1006.670679
FR 4404288120,2019-04,1384.125631
FR 4404288128,2019-04,1215.323009
FR 4404288132,2019-04,895.873592
FR 4404288133,2019-04,679.400291
FR 4404288134,2019-04,1129.106116
FR 4404288136,2019-04,229.415145
FR 4404288139,2019-04,858.537766
FR 4404288140,2019-04,955.275728
FR 4404288141,2019-04,1013.001941
FR 4404288145,2019-04,750.720097
FR 4404288149,2019-04,835.074854
FR 4404288150,2019-04,1179.756213
FR 4404288151,2019-04,1204.057087
FR 4404288157,2019-04,551.285339
FR 4404288159,2019-04,1166.535048
FR 4404288161,2019-04,330.808446
FR 4404288164,2019-04,897.921941
FR 4404288167,2019-04,1086.183883
FR 4404288171,2019-04,1024.640291
FR 4404288174,2019-04,1202.753592
FR 4404288175,2019-04,1072.776504
FR 4404288177,2019-04,1156.572621
FR 4404288178,2019-04,1267.835242
FR 4404288180,2019-04,1041.585728
FR 4404288185,2019-04,1029.947378
FR 4404288188,2019-04,1250.238058
FR 4404288193,2019-04,649.699223
FR 4404288194,2019-04,478.941359
FR 4404288195,2019-04,580.334660
FR 4404288197,2019-04,1248.841456
FR 4404288198,2019-04,683.310776
FR 4404288200,2019-04,687.686796
FR 4404288202,2019-04,531.081165
FR 4404288203,2019-04,1159.086504
FR 4404288207,2019-04,1251.169126
FR 4404288208,2019-04,695.135339
FR 4404288210,2019-04,929.950679
FR 4404288211,2019-04,953.320485
FR 4404288212,2019-04,863.286213
FR 4404288213,2019-04,1102.570679
FR 4404288214,2019-04,1236.085825
FR 4404288215,2019-04,1095.029029
FR 4404288217,2019-04,586.014174
FR 4404288218,2019-04,1020.171165
FR 4404288219,2019-04,685.731553
FR 4404288220,2019-04,12.010776
FR 4404288221,2019-04,845.037281
FR 4404288222,2019-04,248.967572
FR 4404288224,2019-04,1206.570970
FR 4404288225,2019-04,1200.239708
FR 4404288228,2019-04,952.296310
FR 4404288229,2019-04,684.428058
FR 4404288231,2019-04,1244.930970
FR 4404288232,2019-04,13.128058
FR 4404288233,2019-04,28.211359
FR 4404288234,2019-04,487.786504
FR 4404288235,2019-04,638.619514
FR 4404288236,2019-04,1134.040776
FR 4404288237,2019-04,609.942621
FR 4404288238,2019-04,908.349902
FR 4404288239,2019-04,792.245728
FR 4404288240,2019-04,806.211747
FR 4404288241,2019-04,923.805631
FR 4404288242,2019-04,695.787087
FR 4404288243,2019-04,575.586213
FR 4404288247,2019-04,888.145728
FR 4404288249,2019-04,807.887669
FR 4404288251,2019-04,811.984368
FR 4404288253,2019-04,768.037961
FR 4404288255,2019-04,676.979514
FR 4404288257,2019-04,706.121941
FR 4404288258,2019-04,720.274174
FR 4404288259,2019-04,880.045436
FR 4404288262,2019-04,873.434854
FR 4404288263,2019-04,854.627281
FR 4404288264,2019-04,832.095436
FR 4404288265,2019-04,819.898446
FR 4404288266,2019-04,673.627669
FR 4404288267,2019-04,209.490291
FR 4404288269,2019-04,793.269902
FR 4404288270,2019-04,673.720776
FR 4404288273,2019-04,797.925242
FR 4404288275,2019-04,27.466504
FR 4404288279,2019-04,669.996504
FR 4404658920,2019-04,1001.549805
FR 4404658938,2019-04,535.084757
FR 4404659023,2019-04,818.315631
FR 4404659034,2019-04,1017.936601
FR 4454691592,2019-04,836.936990
FR 4454691593,2019-04,699.138932
FR 4944526073,2019-04,733.960873
FR 4944526074,2019-04,658.544368
FR 4958880362,2019-04,1303.681359
FR 4958880363,2019-04,523.632621
FR 4958880507,2019-04,736.381650
FR 4963097404,2019-04,623.163786
FR 4401572218,2019-05,827.440097
FR 4401572219,2019-05,770.458737
FR 4401572222,2019-05,891.125145
FR 4401572223,2019-05,521.677378
FR 4404288019,2019-05,948.478932
FR 4404288028,2019-05,558.640776
FR 4404288075,2019-05,1128.733689
FR 4404288080,2019-05,844.013106
FR 4404288088,2019-05,1176.869902
FR 4404288098,2019-05,779.955631
FR 4404288100,2019-05,1012.815728
FR 4404288101,2019-05,1009.743203
FR 4404288102,2019-05,1200.705242
FR 4404288115,2019-05,982.556019
FR 4404288120,2019-05,1295.487961
FR 4404288128,2019-05,1103.874174
FR 4404288132,2019-05,842.709611
FR 4404288133,2019-05,682.565922
FR 4404288134,2019-05,1101.174077
FR 4404288139,2019-05,875.855631
FR 4404288140,2019-05,937.026796
FR 4404288141,2019-05,990.935631
FR 4404288145,2019-05,699.138932
FR 4404288149,2019-05,825.298640
FR 4404288150,2019-05,1079.666407
FR 4404288151,2019-05,1139.534077
FR 4404288157,2019-05,219.545825
FR 4404288159,2019-05,1083.390679
FR 4404288164,2019-05,913.377669
FR 4404288167,2019-05,1102.477572
FR 4404288171,2019-05,923.526310
FR 4404288174,2019-05,1161.879708
FR 4404288175,2019-05,1016.819320
FR 4404288177,2019-05,848.202912
FR 4404288178,2019-05,1213.088446
FR 4404288180,2019-05,1035.347572
FR 4404288185,2019-05,983.766407
FR 4404288188,2019-05,1192.791165
FR 4404288193,2019-05,567.113495
FR 4404288195,2019-05,513.111553
FR 4404288197,2019-05,1147.541262
FR 4404288198,2019-05,677.631262
FR 4404288200,2019-05,701.652815
FR 4404288202,2019-05,431.550000
FR 4404288203,2019-05,1093.166893
FR 4404288207,2019-05,1182.921844
FR 4404288208,2019-05,659.847864
FR 4404288210,2019-05,959.465533
FR 4404288211,2019-05,995.032330
FR 4404288212,2019-05,885.818058
FR 4404288213,2019-05,996.894466
FR 4404288214,2019-05,1254.800291
FR 4404288215,2019-05,973.990194
FR 4404288217,2019-05,0.000000
FR 4404288218,2019-05,986.652718
FR 4404288219,2019-05,636.105631
FR 4404288220,2019-05,295.986504
FR 4404288221,2019-05,864.124174
FR 4404288222,2019-05,85.472038
FR 4404288224,2019-05,1097.356699
FR 4404288225,2019-05,1036.557961
FR 4404288228,2019-05,961.979417
FR 4404288229,2019-05,577.169029
FR 4404288231,2019-05,1250.424271
FR 4404288232,2019-05,402.128252
FR 4404288233,2019-05,1175.287087
FR 4404288234,2019-05,14.152233
FR 4404288235,2019-05,1124.823203
FR 4404288236,2019-05,1138.137475
FR 4404288237,2019-05,1080.969902
FR 4404288238,2019-05,888.518155
FR 4404288239,2019-05,763.382621
FR 4404288240,2019-05,877.997087
FR 4404288241,2019-05,898.759902
FR 4404288242,2019-05,699.604466
FR 4404288243,2019-05,549.609417
FR 4404288247,2019-05,879.766116
FR 4404288249,2019-05,811.611941
FR 4404288251,2019-05,811.984368
FR 4404288253,2019-05,769.900097
FR 4404288255,2019-05,701.001067
FR 4404288257,2019-05,740.664563
FR 4404288258,2019-05,694.204271
FR 4404288259,2019-05,831.723009
FR 4404288262,2019-05,787.683495
FR 4404288263,2019-05,875.017669
FR 4404288264,2019-05,854.627281
FR 4404288265,2019-05,873.621067
FR 4404288266,2019-05,692.249029
FR 4404288267,2019-05,919.615825
FR 4404288269,2019-05,789.452524
FR 4404288270,2019-05,722.508737
FR 4404288273,2019-05,823.995145
FR 4404288275,2019-05,741.409417
FR 4404288276,2019-05,199.620970
FR 4404288279,2019-05,1072.962718
FR 4404658920,2019-05,1036.278640
FR 4404658938,2019-05,222.432135
FR 4404658982,2019-05,484.993300
FR 4404659023,2019-05,763.568834
FR 4404659034,2019-05,988.794174
FR 4454691592,2019-05,846.899417
FR 4944526073,2019-05,493.093592
FR 4944526074,2019-05,634.895242
FR 4958880362,2019-05,1206.198543
FR 4958880363,2019-05,577.727669
FR 4958880507,2019-05,729.212427
FR 4963097404,2019-05,601.749223
FR 4401572218,2019-06,775.486504
FR 4401572219,2019-06,712.546310
FR 4401572222,2019-06,829.022912
FR 4401572223,2019-06,558.268349
FR 4404288019,2019-06,730.888349
FR 4404288028,2019-06,439.650291
FR 4404288075,2019-06,1015.515825
FR 4404288080,2019-06,890.287184
FR 4404288088,2019-06,1062.720970
FR 4404288098,2019-06,731.540097
FR 4404288100,2019-06,882.000679
FR 4404288101,2019-06,874.459029
FR 4404288102,2019-06,1001.736019
FR 4404288115,2019-06,889.542330
FR 4404288120,2019-06,1183.666699
FR 4404288128,2019-06,956.486116
FR 4404288132,2019-06,794.666504
FR 4404288133,2019-06,694.762912
FR 4404288134,2019-06,1072.590291
FR 4404288139,2019-06,779.769417
FR 4404288140,2019-06,871.479611
FR 4404288141,2019-06,882.373106
FR 4404288145,2019-06,617.484271
FR 4404288149,2019-06,776.883106
FR 4404288150,2019-06,952.016990
FR 4404288151,2019-06,1080.876796
FR 4404288154,2019-06,1048.754951
FR 4404288159,2019-06,29.794174
FR 4404288161,2019-06,562.551262
FR 4404288164,2019-06,884.235242
FR 4404288167,2019-06,1007.601747
FR 4404288171,2019-06,902.484174
FR 4404288174,2019-06,913.377669
FR 4404288175,2019-06,922.502135
FR 4404288177,2019-06,927.529902
FR 4404288178,2019-06,1016.167572
FR 4404288180,2019-06,1009.277669
FR 4404288185,2019-06,941.123495
FR 4404288188,2019-06,893.359708
FR 4404288193,2019-06,580.520873
FR 4404288197,2019-06,1035.161359
FR 4404288198,2019-06,278.668640
FR 4404288200,2019-06,656.961553
FR 4404288203,2019-06,1034.323398
FR 4404288207,2019-06,1072.683398
FR 4404288208,2019-06,610.594368
FR 4404288210,2019-06,708.822038
FR 4404288211,2019-06,920.919320
FR 4404288212,2019-06,822.226116
FR 4404288213,2019-06,920.267572
FR 4404288214,2019-06,1160.483106
FR 4404288215,2019-06,899.970291
FR 4404288217,2019-06,0.000000
FR 4404288218,2019-06,916.915728
FR 4404288219,2019-06,633.312427
FR 4404288220,2019-06,1290.180873
FR 4404288221,2019-06,836.750776
FR 4404288222,2019-06,1021.847087
FR 4404288224,2019-06,977.342038
FR 4404288225,2019-06,905.742912
FR 4404288228,2019-06,933.488737
FR 4404288231,2019-06,1208.991747
FR 4404288232,2019-06,1154.244951
FR 4404288233,2019-06,1206.012330
FR 4404288235,2019-06,971.476310
FR 4404288236,2019-06,1037.954563
FR 4404288237,2019-06,1037.395922
FR 4404288238,2019-06,962.724271
FR 4404288239,2019-06,704.911553
FR 4404288240,2019-06,834.516213
FR 4404288241,2019-06,810.401553
FR 4404288242,2019-06,286.117184
FR 4404288243,2019-06,504.359514
FR 4404288247,2019-06,863.658640
FR 4404288249,2019-06,772.972621
FR 4404288251,2019-06,772.879514
FR 4404288253,2019-06,734.891941
FR 4404288255,2019-06,675.862233
FR 4404288257,2019-06,719.715533
FR 4404288258,2019-06,694.856019
FR 4404288259,2019-06,813.101650
FR 4404288261,2019-06,795.318252
FR 4404288262,2019-06,727.350291
FR 4404288263,2019-06,827.719417
FR 4404288264,2019-06,827.626310
FR 4404288265,2019-06,811.146407
FR 4404288266,2019-06,657.799514
FR 4404288267,2019-06,892.521747
FR 4404288269,2019-06,822.598543
FR 4404288270,2019-06,645.509417
FR 4404288273,2019-06,791.687087
FR 4404288274,2019-06,446.726407
FR 4404288275,2019-06,827.812524
FR 4404288276,2019-06,893.732135
FR 4404288279,2019-06,982.183592
FR 4404288283,2019-06,402.966213
FR 4404288287,2019-06,627.912233
FR 4404658920,2019-06,993.449514
FR 4404658982,2019-06,1176.125048
FR 4404659023,2019-06,293.751941
FR 4404659034,2019-06,381.924077
FR 4454691592,2019-06,726.326116
FR 4944526074,2019-06,254.274660
FR 4958880362,2019-06,1150.706893
FR 4958880363,2019-06,552.216407
FR 4958880507,2019-06,649.419902
FR 4963097404,2019-06,568.416990
FR 4401572218,2019-07,785.542038
FR 4401572219,2019-07,660.965145
FR 4401572222,2019-07,838.706019
FR 4401572223,2019-07,557.430388
FR 4404288019,2019-07,235.280873
FR 4404288028,2019-07,181.278932
FR 4404288075,2019-07,932.185242
FR 4404288080,2019-07,705.097766
FR 4404288088,2019-07,1030.878446
FR 4404288098,2019-07,509.666601
FR 4404288100,2019-07,841.871650
FR 4404288101,2019-07,711.149708
FR 4404288102,2019-07,877.624660
FR 4404288115,2019-07,786.100679
FR 4404288120,2019-07,1147.727475
FR 4404288128,2019-07,845.782135
FR 4404288132,2019-07,658.916796
FR 4404288133,2019-07,498.307572
FR 4404288134,2019-07,1038.513203
FR 4404288139,2019-07,622.791359
FR 4404288140,2019-07,655.099417
FR 4404288141,2019-07,854.161747
FR 4404288145,2019-07,248.222718
FR 4404288149,2019-07,375.313495
FR 4404288150,2019-07,971.010776
FR 4404288151,2019-07,1003.318834
FR 4404288154,2019-07,1320.254368
FR 4404288155,2019-07,501.845631
FR 4404288161,2019-07,1226.495825
FR 4404288164,2019-07,809.191165
FR 4404288167,2019-07,952.203203
FR 4404288171,2019-07,940.564854
FR 4404288174,2019-07,815.615533
FR 4404288175,2019-07,865.800097
FR 4404288177,2019-07,846.806310
FR 4404288178,2019-07,976.504077
FR 4404288180,2019-07,359.857766
FR 4404288185,2019-07,856.954951
FR 4404288188,2019-07,1055.737961
FR 4404288193,2019-07,239.750000
FR 4404288194,2019-07,803.884077
FR 4404288197,2019-07,991.401165
FR 4404288198,2019-07,6.424368
FR 4404288200,2019-07,601.935436
FR 4404288203,2019-07,989.911456
FR 4404288205,2019-07,882.186893
FR 4404288207,2019-07,938.888932
FR 4404288208,2019-07,566.182427
FR 4404288210,2019-07,722.881165
FR 4404288211,2019-07,888.425048
FR 4404288212,2019-07,697.835436
FR 4404288213,2019-07,848.109805
FR 4404288214,2019-07,1106.108737
FR 4404288215,2019-07,862.262038
FR 4404288217,2019-07,975.573009
FR 4404288218,2019-07,810.308446
FR 4404288219,2019-07,633.684854
FR 4404288220,2019-07,1277.890776
FR 4404288221,2019-07,746.809611
FR 4404288222,2019-07,1148.099902
FR 4404288224,2019-07,881.348932
FR 4404288225,2019-07,856.861844
FR 4404288228,2019-07,866.172524
FR 4404288231,2019-07,1084.228640
FR 4404288232,2019-07,1040.561553
FR 4404288233,2019-07,1126.033592
FR 4404288234,2019-07,892.707961
FR 4404288235,2019-07,929.392038
FR 4404288236,2019-07,961.606990
FR 4404288237,2019-07,973.710873
FR 4404288238,2019-07,655.099417
FR 4404288239,2019-07,567.672135
FR 4404288240,2019-07,828.464271
FR 4404288241,2019-07,816.919029
FR 4404288243,2019-07,183.513495
FR 4404288247,2019-07,806.584174
FR 4404288249,2019-07,741.502524
FR 4404288251,2019-07,707.332330
FR 4404288253,2019-07,684.893592
FR 4404288255,2019-07,642.343786
FR 4404288257,2019-07,685.359126
FR 4404288258,2019-07,660.685825
FR 4404288259,2019-07,741.316310
FR 4404288261,2019-07,1087.766699
FR 4404288262,2019-07,656.496019
FR 4404288263,2019-07,770.365631
FR 4404288264,2019-07,790.942233
FR 4404288265,2019-07,761.613592
FR 4404288266,2019-07,588.528058
FR 4404288267,2019-07,828.091844
FR 4404288269,2019-07,845.782135
FR 4404288270,2019-07,617.949805
FR 4404288273,2019-07,722.229417
FR 4404288274,2019-07,1019.612524
FR 4404288275,2019-07,794.573398
FR 4404288276,2019-07,977.807572
FR 4404288279,2019-07,938.795825
FR 4404288282,2019-07,3.072524
FR 4404288283,2019-07,930.695533
FR 4404288286,2019-07,267.775145
FR 4404288287,2019-07,1050.989514
FR 4404288291,2019-07,312.652621
FR 4404658920,2019-07,921.291747
FR 4404658982,2019-07,1254.427864
FR 4944526073,2019-07,238.818932
FR 4958880362,2019-07,1107.877766
FR 4958880363,2019-07,248.408932
FR 4958880507,2019-07,231.463495
FR 4963097404,2019-07,224.480485
FR 4401572218,2019-08,633.964174
FR 4401572219,2019-08,542.998834
FR 4401572222,2019-08,735.916116
FR 4401572223,2019-08,522.329126
FR 4404288075,2019-08,1002.480873
FR 4404288080,2019-08,657.147766
FR 4404288088,2019-08,840.381941
FR 4404288100,2019-08,980.880097
FR 4404288101,2019-08,702.211456
FR 4404288102,2019-08,1022.219514
FR 4404288115,2019-08,862.262038
FR 4404288120,2019-08,1217.278252
FR 4404288128,2019-08,777.255533
FR 4404288132,2019-08,655.471844
FR 4404288134,2019-08,1211.598737
FR 4404288139,2019-08,267.868252
FR 4404288141,2019-08,692.155922
FR 4404288150,2019-08,846.992524
FR 4404288151,2019-08,1147.261941
FR 4404288154,2019-08,1348.745048
FR 4404288155,2019-08,1174.728446
FR 4404288161,2019-08,1308.895339
FR 4404288164,2019-08,897.177087
FR 4404288167,2019-08,1039.537378
FR 4404288171,2019-08,1028.178349
FR 4404288174,2019-08,934.512912
FR 4404288175,2019-08,940.006213
FR 4404288177,2019-08,820.829514
FR 4404288178,2019-08,892.894174
FR 4404288185,2019-08,929.392038
FR 4404288188,2019-08,1036.371747
FR 4404288194,2019-08,1526.206601
FR 4404288195,2019-08,847.551165
FR 4404288197,2019-08,1061.883009
FR 4404288198,2019-08,996.149611
FR 4404288200,2019-08,650.071650
FR 4404288203,2019-08,1117.747087
FR 4404288205,2019-08,1132.178640
FR 4404288207,2019-08,556.313106
FR 4404288208,2019-08,595.231747
FR 4404288210,2019-08,248.502038
FR 4404288211,2019-08,874.086601
FR 4404288212,2019-08,661.337572
FR 4404288213,2019-08,959.000000
FR 4404288214,2019-08,1160.390000
FR 4404288215,2019-08,848.761553
FR 4404288217,2019-08,1356.472912
FR 4404288218,2019-08,938.516504
FR 4404288219,2019-08,724.463980
FR 4404288220,2019-08,1343.624174
FR 4404288221,2019-08,816.360388
FR 4404288222,2019-08,1167.652330
FR 4404288224,2019-08,819.432912
FR 4404288225,2019-08,932.930097
FR 4404288228,2019-08,969.148640
FR 4404288229,2019-08,451.567961
FR 4404288231,2019-08,1079.107766
FR 4404288232,2019-08,1072.031650
FR 4404288233,2019-08,1129.664757
FR 4404288234,2019-08,1293.905145
FR 4404288235,2019-08,966.727864
FR 4404288236,2019-08,1037.675242
FR 4404288237,2019-08,1023.616116
FR 4404288238,2019-08,756.585825
FR 4404288239,2019-08,0.000000
FR 4404288240,2019-08,843.547572
FR 4404288241,2019-08,884.142135
FR 4404288242,2019-08,596.069708
FR 4404288247,2019-08,807.235922
FR 4404288249,2019-08,806.118640
FR 4404288251,2019-08,596.907669
FR 4404288253,2019-08,620.091262
FR 4404288255,2019-08,656.682233
FR 4404288257,2019-08,742.433592
FR 4404288258,2019-08,651.561359
FR 4404288259,2019-08,822.784757
FR 4404288261,2019-08,1070.821262
FR 4404288262,2019-08,673.534563
FR 4404288263,2019-08,835.261067
FR 4404288264,2019-08,903.601456
FR 4404288265,2019-08,831.816116
FR 4404288266,2019-08,616.273883
FR 4404288267,2019-08,857.699805
FR 4404288269,2019-08,875.110776
FR 4404288270,2019-08,654.913203
FR 4404288273,2019-08,881.442038
FR 4404288274,2019-08,579.962233
FR 4404288275,2019-08,727.164077
FR 4404288276,2019-08,999.594563
FR 4404288279,2019-08,977.621359
FR 4404288283,2019-08,979.204174
FR 4404288285,2019-08,638.526407
FR 4404288286,2019-08,987.583786
FR 4404288287,2019-08,1043.540970
FR 4404288291,2019-08,689.548932
FR 4404288298,2019-08,211.073106
FR 4404288302,2019-08,648.395728
FR 4404658920,2019-08,835.074854
FR 4404658982,2019-08,1216.719611
FR 4404659023,2019-08,1302.377864
FR 4404659034,2019-08,777.814174
FR 4454691592,2019-08,95.341359
FR 4944526073,2019-08,1323.885533
FR 4944526074,2019-08,692.062815
FR 4958880362,2019-08,1198.656893
FR 4401572223,2019-09,218.894077
FR 4404288019,2019-09,274.851262
FR 4404288028,2019-09,400.917864
FR 4404288075,2019-09,871.200291
FR 4404288080,2019-09,582.103689
FR 4404288100,2019-09,856.489417
FR 4404288101,2019-09,316.842427
FR 4404288102,2019-09,751.558058
FR 4404288115,2019-09,793.363009
FR 4404288120,2019-09,1142.420388
FR 4404288128,2019-09,625.025922
FR 4404288132,2019-09,601.749223
FR 4404288134,2019-09,1032.647475
FR 4404288136,2019-09,48.974174
FR 4404288140,2019-09,182.582427
FR 4404288141,2019-09,459.947572
FR 4404288145,2019-09,243.008737
FR 4404288150,2019-09,898.853009
FR 4404288151,2019-09,1016.912427
FR 4404288154,2019-09,1127.337087
FR 4404288155,2019-09,1059.648446
FR 4404288161,2019-09,1158.900291
FR 4404288164,2019-09,841.219902
FR 4404288167,2019-09,827.533203
FR 4404288171,2019-09,963.934660
FR 4404288174,2019-09,882.838640
FR 4404288175,2019-09,770.551844
FR 4404288177,2019-09,611.897864
FR 4404288178,2019-09,650.164757
FR 4404288185,2019-09,812.822330
FR 4404288188,2019-09,990.842524
FR 4404288194,2019-09,1277.052815
FR 4404288195,2019-09,1241.672233
FR 4404288197,2019-09,964.586407
FR 4404288198,2019-09,1001.456699
FR 4404288200,2019-09,336.767281
FR 4404288202,2019-09,949.223786
FR 4404288203,2019-09,1053.130970
FR 4404288205,2019-09,1018.309029
FR 4404288208,2019-09,232.394563
FR 4404288211,2019-09,712.825631
FR 4404288212,2019-09,563.668543
FR 4404288213,2019-09,891.776893
FR 4404288214,2019-09,1038.513203
FR 4404288215,2019-09,681.541747
FR 4404288217,2019-09,1177.614757
FR 4404288218,2019-09,872.690000
FR 4404288219,2019-09,675.862233
FR 4404288220,2019-09,1141.675533
FR 4404288221,2019-09,709.660000
FR 4404288222,2019-09,1070.076407
FR 4404288224,2019-09,837.402524
FR 4404288225,2019-09,782.469514
FR 4404288228,2019-09,894.476990
FR 4404288229,2019-09,1145.586019
FR 4404288231,2019-09,951.458349
FR 4404288232,2019-09,1017.843495
FR 4404288233,2019-09,1066.724563
FR 4404288234,2019-09,1160.762427
FR 4404288235,2019-09,885.911165
FR 4404288236,2019-09,819.060485
FR 4404288237,2019-09,870.827864
FR 4404288238,2019-09,720.460388
FR 4404288239,2019-09,474.192912
FR 4404288240,2019-09,848.947766
FR 4404288241,2019-09,814.125825
FR 4404288242,2019-09,1220.164563
FR 4404288243,2019-09,231.835922
FR 4404288247,2019-09,802.021941
FR 4404288249,2019-09,745.878543
FR 4404288253,2019-09,572.234368
FR 4404288255,2019-09,622.325825
FR 4404288257,2019-09,748.206213
FR 4404288258,2019-09,583.220970
FR 4404288259,2019-09,804.070291
FR 4404288261,2019-09,1006.856893
FR 4404288262,2019-09,631.636504
FR 4404288263,2019-09,803.232330
FR 4404288264,2019-09,903.880776
FR 4404288265,2019-09,733.960873
FR 4404288266,2019-09,592.997184
FR 4404288267,2019-09,866.451844
FR 4404288269,2019-09,840.568155
FR 4404288270,2019-09,541.974660
FR 4404288272,2019-09,186.120485
FR 4404288273,2019-09,844.571747
FR 4404288275,2019-09,682.565922
FR 4404288276,2019-09,785.262718
FR 4404288279,2019-09,909.374077
FR 4404288283,2019-09,915.332912
FR 4404288285,2019-09,739.919708
FR 4404288286,2019-09,929.857572
FR 4404288287,2019-09,1018.681456
FR 4404288291,2019-09,720.646601
FR 4404288298,2019-09,826.509029
FR 4404288302,2019-09,890.845825
FR 4404288303,2019-09,571.489514
FR 4404658920,2019-09,313.676796
FR 4404658982,2019-09,1101.080970
FR 4404659023,2019-09,1410.381747
FR 4404659034,2019-09,1521.551262
FR 4454691592,2019-09,1287.666990
FR 4944526073,2019-09,1288.877378
FR 4944526074,2019-09,1182.921844
FR 4958880362,2019-09,1077.711165
FR 4958880507,2019-09,1064.396893
FR 4401572219,2019-10,399.893689
FR 4404288019,2019-10,1459.076601
FR 4404288028,2019-10,805.839320
FR 4404288075,2019-10,823.250291
FR 4404288080,2019-10,490.952135
FR 4404288098,2019-10,500.169708
FR 4404288100,2019-10,746.437184
FR 4404288102,2019-10,694.483592
FR 4404288115,2019-10,658.823689
FR 4404288120,2019-10,1072.869611
FR 4404288128,2019-10,413.766601
FR 4404288132,2019-10,630.891650
FR 4404288134,2019-10,1059.648446
FR 4404288136,2019-10,1151.544854
FR 4404288139,2019-10,781.910873
FR 4404288140,2019-10,1304.519320
FR 4404288141,2019-10,102.603689
FR 4404288145,2019-10,1306.660776
FR 4404288150,2019-10,896.618446
FR 4404288151,2019-10,889.356116
FR 4404288154,2019-10,1152.289708
FR 4404288155,2019-10,979.855922
FR 4404288161,2019-10,1150.241359
FR 4404288164,2019-10,792.804368
FR 4404288167,2019-10,690.666213
FR 4404288171,2019-10,995.311650
FR 4404288174,2019-10,896.339126
FR 4404288175,2019-10,719.250000
FR 4404288177,2019-10,131.932330
FR 4404288178,2019-10,641.319611
FR 4404288185,2019-10,631.729611
FR 4404288188,2019-10,1064.210679
FR 4404288193,2019-10,582.755436
